device_id,device_type,ip_address,mac_address,protocol,src_port,dst_port,packet_size,session_duration,failed_login_attempts,dns_requests,outbound_connections,lateral_movement_flag,traffic_volume,port_scan_flag,malware_comm_flag,brute_force_flag,time_of_day,peak_hour,anomaly_score,threat_type,action_taken
b7eadaaa-1050-450d-8e6e-df1d52af877e,Mobile,192.168.16.118,b8:1e:cb:5e:e2:aa,UDP,21193,2957,529,194.0,0,32,18,1,81.53,1,0,1,Morning,1,0.136,DNS Tunneling,Throttle
cbbe3f81-4653-4314-997c-eeb5301589f7,Laptop,192.168.84.239,e2:ec:b0:ac:ba:76,ICMP,14492,7436,802,178.62,13,15,9,1,294.53,1,1,1,Afternoon,1,0.132,Normal,Allow
3e770da9-fd23-4bd3-8af4-c4bc9d38b945,Laptop,192.168.198.11,e0:e7:b6:7e:65:f8,ICMP,26639,7455,1149,88.3,11,25,18,1,615.66,0,0,0,Morning,0,0.569,Normal,Block
47e3f068-c059-451c-a0b7-21f0f5ddcb84,Mobile,192.168.161.164,c6:3a:b6:04:c7:63,TCP,21484,4485,409,53.38,9,47,9,1,486.28,0,1,0,Evening,1,0.189,Brute Force,Allow
f9f1945e-b93e-4a72-b0e3-3f65487fe0a6,IoT,192.168.117.252,50:d9:91:1a:42:48,ICMP,18523,7923,409,271.73,11,35,13,0,182.42,1,0,1,Morning,0,0.919,Port Scan,Throttle
c8581dd0-23a8-4523-9524-6669abe34b87,Mobile,192.168.197.163,ca:4b:9b:9f:54:a9,TCP,53667,7255,1303,115.9,4,34,11,0,610.08,1,1,0,Morning,0,0.47,Lateral Movement,Block
eefdecc4-6571-459a-91ba-b48ca988dd75,IoT,192.168.123.159,b9:cd:ad:db:43:98,UDP,5936,6446,640,247.78,7,54,25,0,116.15,1,0,0,Evening,1,0.658,Data Exfiltration,Throttle
9b58e2da-b4e5-46ca-8fcf-fa5715c8e88b,IoT,192.168.119.170,d5:58:be:6c:2b:8b,ICMP,13590,1905,314,107.4,13,34,1,0,184.83,1,0,0,Afternoon,0,0.899,Normal,Throttle
b7f37fe1-0cd3-4f0c-9673-1e532ec759ba,Server,192.168.162.236,6b:65:e9:25:ff:c3,UDP,2955,6352,364,121.86,12,53,12,0,63.23,0,0,0,Night,1,0.211,Malware,Throttle
51fb8f96-fdef-4819-aa85-2337adc22f4e,IoT,192.168.248.128,20:2a:70:c1:0d:46,UDP,18105,3880,902,111.17,4,36,18,0,638.14,0,1,0,Morning,0,0.969,Lateral Movement,Block
cfcd8098-bfff-4e72-afa3-655f507041c1,IoT,192.168.189.42,05:53:1a:76:20:e2,UDP,1802,870,454,286.57,15,21,14,0,583.8,0,0,0,Evening,1,0.032,Brute Force,Throttle
ee006ec7-f277-4f11-bf8b-2a68ffaa8a22,Server,192.168.84.88,a8:3e:f8:58:bc:a8,TCP,26571,8044,476,293.25,0,17,22,1,385.48,1,0,1,Evening,1,0.237,Port Scan,Block
12bfa6df-e3bc-4043-b8bb-3c6ad8202162,IoT,192.168.209.182,a2:4e:07:52:5b:3c,UDP,49176,2689,417,31.11,8,47,15,0,239.12,0,0,0,Evening,0,0.513,Malware,Block
d86c2196-f134-4640-9687-2c966be176ce,Mobile,192.168.145.252,85:45:d7:9c:18:9f,UDP,60949,2697,781,152.93,10,32,3,0,422.03,1,1,1,Night,1,0.963,Port Scan,Allow
bac99947-243e-4f51-9d79-64424608e2f4,Mobile,192.168.44.138,cf:f2:75:d0:6f:81,TCP,9914,70,769,118.04,3,56,17,1,376.01,0,0,0,Evening,1,0.774,DNS Tunneling,Allow
6efcc218-87d6-403b-9adb-25d5f75c672b,Mobile,192.168.178.33,a3:97:2c:65:bc:b1,UDP,11723,3291,83,275.31,7,58,9,1,378.15,1,0,1,Morning,1,0.872,Port Scan,Allow
6fa75805-2cc6-4615-b908-7d27b32f934b,Laptop,192.168.166.172,9a:f5:b3:fa:25:de,TCP,3081,4559,212,134.03,2,55,16,1,199.25,1,0,0,Morning,1,0.385,Normal,Block
f426ce5c-c410-443c-aac5-2e1983a19ed0,Laptop,192.168.121.131,39:c6:f6:e1:5f:66,ICMP,26377,5347,467,126.84,3,18,25,0,269.79,1,1,1,Morning,0,0.661,DNS Tunneling,Throttle
ab5f3fb1-5e2e-4743-9205-f51e7eb14809,Laptop,192.168.116.142,8f:2f:09:8f:31:26,ICMP,32621,5804,1015,168.71,15,24,10,0,335.69,0,0,1,Morning,0,0.154,Data Exfiltration,Block
e441c4b1-ffe1-4c44-9377-a7cd5cbd1c81,Server,192.168.64.182,13:af:3d:66:e8:14,TCP,29634,5994,1303,185.93,7,28,20,0,295.44,0,1,1,Night,1,0.99,Port Scan,Block
96da299b-4894-4d8b-828c-fc14ef64bddd,Laptop,192.168.8.246,3f:6c:b7:4f:01:9f,TCP,20202,6803,157,11.96,5,24,9,0,35.84,0,0,1,Evening,0,0.25,Port Scan,Throttle
e0241259-4570-481b-bd8c-a4aa2edc5ba1,Mobile,192.168.133.97,cb:7f:33:0f:2a:ec,ICMP,34227,4975,1009,110.65,15,55,14,0,610.56,0,0,1,Evening,0,0.248,Malware,Allow
cefeb5d8-a93d-413c-8dcc-47503886a187,Mobile,192.168.28.148,7e:a4:ac:0c:fc:de,UDP,24893,1178,189,216.77,2,49,24,1,622.79,0,1,1,Night,1,0.865,DNS Tunneling,Allow
80bebbf8-e60b-4b2a-9616-3750a4b21545,Laptop,192.168.107.142,35:3d:a4:78:26:72,TCP,6844,4363,183,69.69,15,21,5,0,356.45,1,0,0,Afternoon,1,0.774,Malware,Allow
cc804607-c72e-4a7e-b156-d5f35130d55e,Laptop,192.168.78.58,b3:2c:ba:b8:8a:4d,TCP,23878,5983,351,291.04,6,60,9,0,597.74,1,1,1,Evening,1,0.398,Lateral Movement,Block
898e0d31-d60e-4b37-84c8-73ace8759e6f,Mobile,192.168.17.60,a0:f6:fb:26:4b:e9,ICMP,42093,1045,1390,45.35,5,60,3,0,523.89,0,1,1,Night,1,0.808,Lateral Movement,Throttle
d21e5e98-6c30-4288-8bdd-7608cb407375,Mobile,192.168.81.172,01:0f:c6:22:20:3f,TCP,27055,2941,1031,64.06,6,27,10,1,36.42,0,1,0,Afternoon,0,0.282,Brute Force,Block
85d3f03a-f077-4c32-85de-06b9a4cf685e,Server,192.168.60.54,26:0e:94:0e:33:6f,ICMP,31079,4271,591,146.22,0,49,17,0,307.54,0,0,1,Night,1,0.27,Normal,Allow
07f4007f-5aa1-4119-b360-fd7ab641001e,IoT,192.168.86.243,c1:5d:3a:61:8c:8a,UDP,19865,901,106,3.71,3,17,13,1,180.37,0,0,1,Night,0,0.754,Brute Force,Throttle
39b68230-2835-4784-8ba0-f720128f7962,Server,192.168.62.83,57:8d:81:cd:42:ee,UDP,50973,2051,1130,282.0,13,10,15,1,18.78,1,1,0,Afternoon,0,0.366,Data Exfiltration,Block
419a9aa0-ff27-4064-86b8-18d6a1810f6a,Laptop,192.168.115.20,66:a5:5c:ca:a0:9f,UDP,7950,7015,312,211.82,4,27,16,1,276.29,1,0,0,Evening,1,0.641,Malware,Throttle
bb295340-a2d8-474b-a06c-9bdd4885f5cc,Mobile,192.168.82.191,ef:7b:17:47:dc:2a,TCP,7385,1811,493,202.29,4,42,14,1,665.09,1,0,0,Morning,0,0.875,DNS Tunneling,Throttle
02ebeeea-8a81-473b-81ef-af3640a7659d,Mobile,192.168.76.236,bf:3c:d2:66:25:5c,ICMP,13276,2941,178,273.38,3,34,16,1,532.17,0,1,1,Morning,1,0.29,Port Scan,Throttle
414fd3a8-a2d7-4c50-ba19-88b55e88efb6,IoT,192.168.38.227,12:af:a4:a1:73:25,UDP,36840,7550,324,151.33,6,59,22,1,478.24,0,0,1,Evening,0,0.327,DNS Tunneling,Block
eea66fcc-2ffb-4f00-a3e4-fd5e64c7cff7,Server,192.168.223.236,22:9e:ee:f9:b4:b2,ICMP,59570,4008,143,207.11,5,38,22,1,136.57,0,0,0,Night,1,0.942,Data Exfiltration,Allow
8099a90b-b886-498c-95e6-49855b8dcf38,IoT,192.168.137.100,d5:c3:d4:be:65:4d,UDP,53419,419,1055,188.83,1,60,11,1,50.29,1,0,1,Night,1,0.834,Brute Force,Block
a598adb2-0fb8-4fb5-9472-869d9f66ca8e,Mobile,192.168.58.182,cb:30:cb:80:92:b3,UDP,55411,2602,1185,13.73,2,14,5,0,295.04,1,0,0,Morning,0,0.889,Malware,Throttle
14aaa990-c58c-4dad-bbd7-8665fbf529c2,Server,192.168.74.19,76:f9:67:a7:b1:84,UDP,13488,4701,551,122.32,13,34,20,0,13.4,1,0,1,Night,0,0.28,Lateral Movement,Allow
6006d955-8c92-4dfe-8d11-bf99e278ff80,Server,192.168.47.12,46:6e:b0:0c:77:03,ICMP,1046,5410,1325,215.38,3,47,8,1,416.18,1,0,1,Morning,1,0.082,Malware,Allow
0f250b4f-463c-40c0-96e8-9be76cf5d0cc,IoT,192.168.121.97,65:5a:d2:f6:38:2a,ICMP,8664,5069,485,89.65,9,31,2,0,570.06,1,1,1,Afternoon,1,0.649,Brute Force,Throttle
9b66701c-8ebc-4d2d-aa07-0dd958adb50a,Mobile,192.168.79.238,a5:93:6c:20:bf:70,TCP,11852,3435,110,96.67,10,2,18,1,690.37,1,1,1,Evening,1,0.448,DNS Tunneling,Allow
5bbc2e13-4cf1-44ae-87be-2d1aa056660f,Laptop,192.168.126.109,87:68:c0:00:3f:e7,ICMP,55381,2559,1248,153.38,8,54,11,1,485.81,1,0,1,Morning,0,0.178,Lateral Movement,Block
9c2a4a7d-8d24-4ec8-a26f-ce6d339bb658,Server,192.168.133.77,c7:f7:0f:02:0e:4c,ICMP,63496,6185,956,147.25,13,47,2,1,274.61,1,1,1,Night,0,0.542,Malware,Block
d0279f54-e647-4c10-ba18-2e6edd8bdf16,Laptop,192.168.37.218,a8:79:da:58:a4:ad,UDP,54561,4753,543,65.65,9,24,24,0,330.22,0,1,0,Evening,1,0.773,DNS Tunneling,Throttle
8fc1908f-b748-40f9-8cbd-5fc0be6836df,Mobile,192.168.154.31,75:dc:8d:a2:2e:4f,TCP,30360,7269,1440,108.35,4,20,13,0,64.63,0,1,0,Night,0,0.056,Data Exfiltration,Throttle
2507d063-1ba6-4eb6-a4aa-bc18d400fd37,Mobile,192.168.87.161,06:59:5d:e7:ca:e1,ICMP,38214,2669,1084,192.16,5,13,2,0,223.15,1,0,1,Morning,0,0.524,Brute Force,Throttle
aeb4a385-e518-4405-a643-9daa9cf30f43,Laptop,192.168.164.157,30:21:99:48:d8:dc,TCP,3855,439,1374,169.12,14,58,21,1,185.77,0,1,1,Afternoon,0,0.179,Port Scan,Throttle
9d8288cb-5eb0-4ae3-a1e5-d849a0969da1,IoT,192.168.113.117,7d:29:fd:2f:45:40,UDP,49533,5829,1486,158.7,13,8,0,0,557.14,0,1,0,Afternoon,0,0.263,Port Scan,Throttle
c7cd73d5-5c7d-420c-82a0-cc3fedb0c432,Mobile,192.168.121.160,1f:5e:34:a4:aa:0a,TCP,60852,4356,132,55.51,6,58,14,0,600.44,0,0,1,Evening,1,0.983,Lateral Movement,Allow
81f4a382-a9ac-415f-9d29-049f7cec29fe,IoT,192.168.221.143,3d:4e:6b:dd:8a:d8,TCP,20808,1286,842,226.1,14,40,21,1,398.2,1,1,0,Afternoon,0,0.159,Data Exfiltration,Block
874e61e6-4cbd-42f1-bf53-e6c1ac95f657,IoT,192.168.247.146,67:bf:20:53:68:58,ICMP,50329,6957,759,76.51,2,14,21,1,209.86,1,0,1,Afternoon,0,0.699,DNS Tunneling,Throttle
a4e3ff14-d20b-47cf-93cc-28146a104dcd,Mobile,192.168.5.229,d6:33:53:4d:25:4e,UDP,19525,7502,1132,31.96,11,19,16,0,664.23,0,0,0,Evening,1,0.656,Malware,Throttle
a338ae46-4d34-4094-8c6b-afba02851ce0,Laptop,192.168.114.220,46:5c:eb:2e:3d:69,TCP,13598,6199,712,229.07,10,3,0,1,474.91,1,1,0,Afternoon,1,0.301,Malware,Block
191072d6-598a-42a9-8fec-704a4dd20277,Laptop,192.168.118.60,d7:d9:5c:13:ff:6d,ICMP,19638,6457,812,42.42,1,1,16,1,306.37,1,1,0,Evening,1,0.927,Lateral Movement,Throttle
31d78838-d32c-478c-94c5-1aedf3269506,Laptop,192.168.165.76,49:fc:b6:02:42:ad,ICMP,28426,4142,767,243.41,13,19,3,1,355.18,1,0,0,Night,0,0.399,Malware,Block
338a78f5-31c8-4186-84f4-0f59ff942b78,Laptop,192.168.176.226,06:1c:3e:3f:63:c5,TCP,6299,6348,259,29.74,11,53,4,1,541.69,0,1,1,Morning,1,0.129,Brute Force,Block
2a855b0d-c8dd-4e9b-99a1-8dad3d0b6c8d,Mobile,192.168.50.44,53:2f:d6:f0:65:04,ICMP,3128,5776,1210,289.77,9,40,12,1,407.0,1,0,0,Evening,1,0.403,Malware,Block
7f240dc1-77d1-4f37-b60e-9ceae592c151,Laptop,192.168.218.154,29:05:f7:8b:e4:71,TCP,59607,7863,1274,258.82,9,29,1,1,692.51,1,1,1,Night,1,0.161,Port Scan,Throttle
b02d14b6-5d23-4dfc-ab3b-741eef4594c7,Mobile,192.168.198.227,3e:a9:9c:25:fa:49,UDP,54614,695,419,66.54,10,30,0,1,414.02,1,1,1,Afternoon,1,0.959,DNS Tunneling,Block
a4929f25-d210-417b-a465-2ea0b024d9a5,Server,192.168.130.100,db:88:af:ca:d9:7a,TCP,45731,110,1266,87.06,13,15,5,1,454.82,1,0,0,Evening,1,0.733,Data Exfiltration,Block
7c188b4f-6320-47c7-9846-eebfc4c60615,Server,192.168.150.219,aa:80:7f:0f:c1:81,UDP,44361,4628,859,76.42,0,59,16,0,487.5,0,1,1,Night,1,0.878,Malware,Allow
5d5510fd-fe5d-4b0a-8fc8-700e9478cb6c,Laptop,192.168.252.174,1a:4d:15:e5:d1:16,TCP,55611,6628,320,74.58,6,24,25,0,388.38,0,0,1,Afternoon,1,0.236,DNS Tunneling,Block
fed9803d-53ad-4cea-a381-aa221a656f09,IoT,192.168.151.189,06:d6:c7:e9:08:51,UDP,42733,2781,70,256.59,1,4,15,0,444.89,0,1,0,Evening,0,0.037,DNS Tunneling,Block
b1b0a01e-51a9-4918-b82e-f48a70feb2df,Mobile,192.168.215.122,45:21:9b:db:de:49,UDP,11399,4316,1211,30.74,2,4,3,1,466.99,1,0,1,Afternoon,1,0.344,Port Scan,Block
f19ab160-bfd9-458f-b547-298c4e00ab3d,Laptop,192.168.22.15,d1:0c:4c:af:e4:7b,ICMP,58025,6073,112,280.07,15,7,11,1,292.07,0,1,0,Evening,0,0.806,Brute Force,Allow
991af5e7-0f9d-492e-b540-2a5fcfd04c5a,Mobile,192.168.103.10,5d:28:1b:b9:15:e4,UDP,17162,2367,951,286.66,8,55,23,1,66.94,0,0,1,Night,0,0.598,Port Scan,Block
622c9500-ead6-4d87-ba68-6457123f2616,Laptop,192.168.67.161,65:10:67:20:0c:f0,ICMP,62399,3979,1090,87.49,3,34,5,0,242.98,1,0,0,Afternoon,1,0.425,Malware,Allow
866d0590-b7f8-4d60-8b36-7b2397724816,Mobile,192.168.188.170,54:17:78:57:7f:7e,UDP,9468,6110,1227,298.86,11,3,0,0,146.75,1,0,0,Night,1,0.444,Brute Force,Throttle
9c171a60-a4dc-4275-9ffc-c318b559ffa9,Laptop,192.168.33.32,a4:64:09:2a:a1:24,TCP,11094,4802,716,228.51,4,53,6,0,25.86,1,0,1,Afternoon,0,0.891,DNS Tunneling,Allow
040b2aec-8c60-44b1-8d3d-022d4136fd38,IoT,192.168.45.34,46:f3:cb:88:2e:20,UDP,5466,2253,1211,251.48,3,29,25,1,536.1,1,0,1,Morning,0,0.123,Lateral Movement,Allow
0cd49a5c-d0d1-45bc-b002-e12ed90a1d81,Laptop,192.168.72.150,34:ec:10:7e:ef:2a,ICMP,16473,4634,1094,282.6,10,57,8,1,267.3,1,0,1,Afternoon,0,0.12,Port Scan,Allow
13e11603-299b-4ad1-a1cb-bebf62fcc35f,IoT,192.168.148.105,f6:28:5b:e5:5d:59,UDP,2313,4594,111,170.59,6,47,9,1,140.82,1,1,0,Evening,0,0.292,Port Scan,Block
69d8068b-9c30-41d2-8c82-8f3048301ade,Server,192.168.158.77,b7:64:fc:97:cd:c2,ICMP,42557,5491,1425,95.8,10,13,16,1,146.44,1,1,1,Morning,0,0.105,Lateral Movement,Block
8cbb745e-2996-4b50-b6fe-bc31a8945ceb,IoT,192.168.94.123,02:f8:c3:cf:8f:c5,ICMP,3626,2771,230,295.19,9,46,23,1,515.73,1,0,1,Morning,0,0.7,Data Exfiltration,Throttle
eeb0b86a-5ef7-4f7b-887a-cbaf64463540,Server,192.168.8.225,9d:f8:33:fe:d9:5e,UDP,37991,8078,588,228.62,7,41,1,0,687.44,1,0,1,Morning,1,0.291,Port Scan,Block
820892cc-3df4-4a5f-bceb-50bd209a93fe,Server,192.168.143.253,d1:bd:b5:a9:1f:4d,TCP,50667,5659,762,124.47,14,51,9,1,237.67,1,1,1,Morning,1,0.659,Malware,Block
b7e833dc-321e-43fb-905b-528c6d54b1e4,Server,192.168.229.87,b2:45:2f:ed:8d:ef,TCP,7242,5651,1392,231.1,9,52,22,1,483.97,0,0,0,Night,1,0.84,Lateral Movement,Allow
fe3cda0e-e9ad-4d3f-b8ec-4f0d93da408d,Server,192.168.78.24,94:a5:d1:60:ee:f5,UDP,43932,5313,1063,215.33,3,7,12,1,338.56,1,0,0,Afternoon,0,0.918,Port Scan,Block
c29f8f4e-8b43-40f1-ac65-6214b51fdeca,Laptop,192.168.78.231,20:a9:61:22:2d:c2,ICMP,33677,5755,1080,245.72,12,26,17,0,477.78,1,1,1,Afternoon,1,0.734,Normal,Allow
e91be63c-ab85-412f-bf1e-522a1c78c71a,Server,192.168.38.248,93:4f:4a:fb:e5:ef,TCP,62254,4549,1492,88.33,9,15,21,1,653.48,1,0,0,Night,0,0.668,Brute Force,Throttle
fef89353-a526-4f6c-b131-0755f8f1eeb0,Laptop,192.168.246.117,0c:7b:33:c2:c6:e5,UDP,10560,1870,1271,218.19,4,50,7,0,410.04,0,1,0,Night,1,0.229,DNS Tunneling,Block
044a4bfa-cb73-46cd-a2b8-b9d73ece381b,Laptop,192.168.69.171,71:1b:fa:b2:51:09,TCP,7970,5915,1487,107.03,6,53,14,1,477.05,1,1,1,Evening,0,0.857,Brute Force,Throttle
0f29cb49-ee26-49d2-9812-5a062aa60395,Server,192.168.218.247,e9:02:d7:4d:b6:d9,TCP,25639,2500,1209,196.02,4,8,9,0,696.84,1,1,1,Afternoon,0,0.336,Lateral Movement,Block
e6da8d8e-ac34-45bd-aa56-7a3ce168a724,Server,192.168.165.131,34:89:9e:8a:0b:6b,ICMP,3173,2657,931,51.59,2,15,23,1,671.18,1,0,0,Evening,0,0.545,Malware,Block
5fe9e0e1-1af9-461d-af7e-07ff16e59aee,Server,192.168.194.44,c9:4e:b7:d2:83:6e,ICMP,58645,4242,519,161.1,5,50,15,1,254.99,1,1,0,Evening,0,0.681,DNS Tunneling,Allow
d931118e-ea5b-4459-ad08-fe8d288fa5de,IoT,192.168.14.184,b8:64:47:0a:6c:d0,ICMP,60296,1398,733,91.33,9,15,8,0,609.75,0,1,0,Afternoon,1,0.646,Brute Force,Block
6cfce4b9-0ee7-4814-8875-f5bfac4c8ade,Mobile,192.168.234.83,e4:29:fe:56:0a:45,TCP,28884,6519,529,151.29,6,42,9,0,609.27,0,0,1,Afternoon,0,0.85,DNS Tunneling,Allow
0b7f14e4-dc77-44d9-8ff5-370afa522cae,Server,192.168.16.93,c0:06:0f:e7:64:97,TCP,46588,6844,488,130.48,1,38,22,0,101.66,1,1,0,Night,0,0.925,Data Exfiltration,Block
16bbc2f2-5d91-42fa-b172-7edf1554a169,Laptop,192.168.202.195,96:30:77:ec:1e:54,TCP,65027,7540,534,55.88,6,5,16,0,48.9,1,0,0,Night,0,0.075,Normal,Block
866bb985-c3b6-4c48-ac53-c0c1e8054ede,IoT,192.168.241.101,fe:f3:de:a5:89:9a,UDP,24199,4100,742,277.05,10,40,5,0,206.69,0,0,1,Evening,1,0.909,Port Scan,Block
604809a0-8a25-4a8f-bf60-03cae87496d8,Laptop,192.168.171.11,c6:c4:cd:b6:45:f3,TCP,61000,5154,728,210.03,1,48,20,0,641.36,1,1,0,Night,1,0.147,Malware,Block
6abbc404-d203-4612-ab2b-15a9c83a87b9,Laptop,192.168.121.192,90:af:38:ed:b5:9f,UDP,57716,230,406,128.73,9,60,17,0,40.63,1,0,1,Night,1,0.581,Port Scan,Throttle
2fcc0dea-94ee-46d2-bdfd-662c62253ebd,Server,192.168.139.103,20:19:c2:96:98:21,TCP,25723,7866,101,160.73,15,50,21,1,463.7,0,0,0,Morning,0,0.556,Malware,Block
acdf6c27-b922-4824-b8de-54420898d771,Server,192.168.40.139,f7:d3:72:ea:28:fd,UDP,41440,6327,1105,33.25,11,23,19,0,623.53,0,0,0,Afternoon,1,0.265,DNS Tunneling,Block
3535a45d-4d12-4514-8525-72911b3d10c4,IoT,192.168.241.136,96:89:90:4c:d7:aa,ICMP,52796,726,1232,120.79,12,22,22,1,210.35,0,0,0,Evening,0,0.313,DNS Tunneling,Allow
fde275a6-b231-4c89-b75d-8da229d98658,Mobile,192.168.108.211,34:58:d2:01:eb:19,UDP,54772,2913,405,83.74,6,52,12,1,35.45,1,1,1,Night,0,0.394,Normal,Allow
94b8928d-3b3e-4ecc-abbd-d72f8d284523,Mobile,192.168.7.157,2d:98:c4:88:29:3b,TCP,36817,281,1375,75.56,7,24,9,0,645.72,1,0,0,Morning,0,0.55,Lateral Movement,Allow
001a5730-e0a4-492f-a8c9-1e6021216a8a,Mobile,192.168.115.184,4c:f9:59:2c:85:c6,UDP,22524,3200,749,272.27,10,43,16,0,603.45,1,1,1,Evening,1,0.076,DNS Tunneling,Block
1e2a696a-d974-4a94-931c-c6a382325b1c,IoT,192.168.161.43,fb:13:45:2d:d7:f1,TCP,8837,5436,760,18.72,13,47,13,1,482.64,0,0,0,Afternoon,0,0.643,Malware,Throttle
1ebd86a6-4422-46d8-8776-af25c8fdfe58,IoT,192.168.252.240,82:bf:e4:bb:93:0d,TCP,22888,1212,555,191.5,12,39,12,1,321.33,0,1,1,Night,1,0.754,Data Exfiltration,Allow
1d8d6f9e-3720-47de-b401-200333d22fcc,Server,192.168.15.77,2b:ab:98:b5:f8:0e,ICMP,62459,2214,1156,59.13,5,20,10,0,495.14,1,0,0,Morning,1,0.75,DNS Tunneling,Throttle
3086e15d-dea2-451a-9956-7b3b72e17b84,IoT,192.168.132.171,74:fb:9e:c0:84:97,UDP,28542,7713,441,73.18,12,10,5,1,258.27,0,1,0,Evening,1,0.672,Brute Force,Block
aa0ea1ab-9604-4d9f-834e-6485f7b04866,Server,192.168.111.49,86:52:32:bb:08:e8,ICMP,63737,4986,1423,216.91,4,31,17,0,627.31,1,1,1,Afternoon,0,0.459,DNS Tunneling,Throttle
6e99d43f-a4aa-4824-b510-d8a76bd3e23e,Mobile,192.168.159.113,91:67:3a:4e:ad:01,ICMP,54968,2652,168,284.45,6,34,1,0,478.57,0,1,1,Night,0,0.853,DNS Tunneling,Block
e4432b04-816e-4f8c-a2c0-c7ce4c51457b,Mobile,192.168.231.95,1e:5c:ce:05:73:dd,TCP,6902,572,758,184.32,12,54,7,1,348.2,0,1,1,Morning,1,0.589,Data Exfiltration,Allow
f59dd3fd-e55e-45ce-9ec3-578f47204c8a,Laptop,192.168.60.163,39:7c:77:3c:dc:18,TCP,45970,5999,1229,256.39,12,27,15,0,228.0,0,0,1,Morning,1,0.295,Brute Force,Throttle
caa38b95-085a-4f51-afe1-0f92d6c63a07,IoT,192.168.46.202,24:61:ef:8b:ec:11,ICMP,65382,960,250,215.03,9,10,21,0,415.34,1,1,1,Afternoon,1,0.474,Lateral Movement,Allow
0f72de61-6063-4767-aad8-cab9e18c35ef,Mobile,192.168.238.95,35:4c:10:df:b3:2c,TCP,6147,5137,565,50.81,14,36,1,0,610.24,1,1,1,Afternoon,1,0.437,Normal,Throttle
1af4bf56-2008-436f-a267-ce0e21fb8f0d,IoT,192.168.66.142,80:05:b5:65:5a:e7,UDP,21263,5282,1359,283.71,15,26,6,0,543.79,0,0,1,Night,0,0.51,Brute Force,Allow
e2eed4d1-a399-4bd5-a5d4-3bc2cebff911,Laptop,192.168.186.171,e4:0b:5a:5a:13:6c,ICMP,50216,4398,386,92.08,14,58,25,0,235.79,0,1,0,Night,0,0.218,DNS Tunneling,Allow
7af3a39a-37e5-4574-8f0e-2e95b6a5fbc0,IoT,192.168.125.252,0f:02:bf:85:a3:a0,ICMP,45770,505,483,264.82,2,46,23,1,439.0,0,1,0,Night,0,0.26,Normal,Allow
71b4ee39-3c32-45c3-b2b8-d9c4a9b1a990,Laptop,192.168.61.113,e8:0d:15:f6:fd:98,ICMP,51178,5226,712,145.52,8,41,24,1,181.02,0,1,1,Afternoon,1,0.603,DNS Tunneling,Block
9665d1f6-61a6-4a26-a83b-ae1d41ff020b,IoT,192.168.228.133,2b:c2:c5:72:e2:e6,ICMP,24195,5544,662,144.71,9,11,18,0,521.29,0,0,1,Afternoon,0,0.299,Port Scan,Throttle
090c8dcc-c467-4d94-99e5-ea50ead7d611,IoT,192.168.110.132,e2:e3:78:94:44:06,TCP,49808,6444,484,174.0,13,22,20,0,116.88,1,1,0,Afternoon,0,0.93,Brute Force,Allow
46b7c7ad-6a8d-4252-bf92-1dc9967b6d78,Mobile,192.168.6.25,90:6c:6d:fe:af:81,UDP,20478,6982,379,89.78,1,9,7,0,68.34,1,0,0,Evening,0,0.684,Normal,Allow
2661847d-63cf-4c1e-833f-6cc36b096e84,IoT,192.168.22.18,00:3a:cc:9f:30:92,TCP,31067,6700,1194,170.51,4,28,4,1,158.98,1,0,1,Night,0,0.352,Data Exfiltration,Allow
a61b05a4-dd8d-4764-aca8-5ea1e4285ba2,IoT,192.168.114.201,5c:5e:07:3a:48:31,TCP,50263,7491,1021,269.21,9,55,12,1,197.03,1,1,1,Evening,1,0.161,Malware,Allow
c810f969-d642-4bcd-8406-79b469fce198,Laptop,192.168.112.210,4a:a6:3a:ef:75:eb,ICMP,30820,1364,87,243.58,2,23,24,1,275.26,0,1,1,Afternoon,0,0.911,Normal,Throttle
be4ba99c-8836-4280-b505-26e4a0a1fc03,Server,192.168.57.37,ca:a6:f0:ed:81:e1,ICMP,29408,3364,188,175.04,7,36,1,1,470.36,0,0,0,Night,1,0.682,Data Exfiltration,Block
76ecdf87-b6ef-468c-b6ad-aa1b6fdb91fc,Laptop,192.168.212.104,f1:e9:09:1f:78:ac,UDP,25692,5410,1114,72.52,2,24,16,0,492.31,0,1,1,Night,1,0.035,Malware,Allow
66a21505-3da5-4185-a387-3afe68967c84,Laptop,192.168.249.222,b8:6b:d6:96:41:7d,UDP,32018,2811,591,183.39,6,45,10,1,372.43,0,1,1,Evening,1,0.757,Normal,Throttle
cb104386-095d-4afa-a9be-e5b56c83073b,Laptop,192.168.20.21,be:c1:ec:fb:89:19,TCP,1616,7246,1139,11.5,2,56,7,1,510.97,0,0,0,Night,1,0.494,Port Scan,Block
60411136-c143-4820-ae89-dbde3a2748d2,IoT,192.168.204.48,2b:5b:99:5d:2b:15,TCP,34325,6303,382,21.87,8,11,6,0,691.7,0,0,0,Morning,0,0.947,Lateral Movement,Block
fcdfaaee-2899-418b-bc66-b5c6001753da,IoT,192.168.160.34,03:64:8d:48:99:5b,TCP,52324,7722,213,288.56,9,33,9,0,152.21,0,0,1,Afternoon,0,0.655,Normal,Throttle
5ff5c714-add0-4263-8c1f-62ec0af0205c,Mobile,192.168.71.239,7f:17:f0:32:c3:5b,TCP,49105,3711,607,23.67,12,51,6,1,567.6,1,1,1,Morning,0,0.268,DNS Tunneling,Allow
